_id,isPb,wpm,acc,rawWpm,consistency,charStats,mode,mode2,quoteLength,restartCount,testDuration,afkDuration,incompleteTestSeconds,punctuation,numbers,language,funbox,difficulty,lazyMode,blindMode,bailedOut,tags,timestamp
6a14359e655b2abc62abe609,false,51.56,99.22,51.56,71.2,128;0;0;0,words,25,-1,0,29.79,0,0,false,false,english,,normal,false,false,false,,1779709342000
6a143550655b2abc62abe35d,false,48.52,97.66,48.52,69.49,125;0;0;0,words,25,-1,0,30.91,0,0,false,false,english,,normal,false,false,false,,1779709264000
6a14352a655b2abc62abe200,false,47.88,96.6,47.88,65.68,140;0;0;0,words,25,-1,0,35.09,0,0,false,false,english,,normal,false,false,false,,1779709226000
6a1434d2655b2abc62abdee7,false,47.17,96.06,47.17,64.11,122;0;0;0,words,25,-1,0,31.04,0,0,false,false,english,,normal,false,false,false,,1779709138000
6a1434a4655b2abc62abdd1f,false,44.79,97.28,44.79,63.78,250;0;0;0,words,50,-1,0,66.97,1,0,false,false,english,,normal,false,false,false,,1779709092000
6a143202655b2abc62abc4b0,false,41.52,90.52,41.52,62.04,276;0;0;0,words,50,-1,0,79.77,1,0,false,false,english,,normal,false,false,false,,1779708418000
6a1431aa655b2abc62abc14f,false,46.17,96.14,46.17,65.88,249;0;0;0,words,50,-1,0,64.71,0,0,false,false,english,,normal,false,false,false,,1779708330000
6a143131655b2abc62abbcd2,false,53.08,97.29,53.08,71.79,250;0;0;0,words,50,-1,0,56.52,0,0,false,false,english,,normal,false,false,false,,1779708209000
6a1430c2655b2abc62abb8b0,false,47.67,96.5,47.67,63.13,247;0;0;0,words,50,-1,0,62.18,0,0,false,false,english,,normal,false,false,false,,1779708098000
6a143055655b2abc62abb4df,false,39.46,92.2,39.46,57.41,271;0;0;0,words,50,-1,0,82.42,1,0,false,false,english,,normal,false,false,false,,1779707989000
6a142ff3655b2abc62abb129,false,48.99,95.14,48.99,61.05,137;0;0;0,words,25,-1,0,33.56,1,0,false,false,english,,normal,false,false,false,,1779707891000
6a142fd0655b2abc62abafff,false,54.46,99.35,54.46,70.91,153;0;0;0,words,25,-1,0,33.71,0,0,false,false,english,,normal,false,false,false,,1779707856000
6a142e00655b2abc62ab9f3e,false,69.25,100,69.25,81.85,55;0;0;0,words,10,-1,0,9.53,0,0,false,false,english,,normal,false,false,false,,1779707392000
6a142df0655b2abc62ab9eb7,false,57.91,100,57.91,73.74,53;0;0;0,words,10,-1,0,10.98,0,0,false,false,english,,normal,false,false,false,,1779707376000
6a142dde655b2abc62ab9e24,false,38.55,80.88,38.55,43.81,54;0;0;0,words,10,-1,0,16.81,0,0,false,false,english,,normal,false,false,false,,1779707358000
6a142dcc655b2abc62ab9d96,false,49.46,92.98,49.46,57.31,53;0;0;0,words,10,-1,0,12.86,0,0,false,false,english,,normal,false,false,false,,1779707340000
6a142dbd655b2abc62ab9d11,false,46.87,87.23,59.54,74.74,37;2;2;0,words,10,-1,0,9.47,0,0,false,false,english,,normal,false,false,false,,1779707325000
6a142d9c655b2abc62ab9bea,false,42.7,87.3,42.7,52.17,55;0;0;0,words,10,-1,0,15.46,0,0,false,false,english,,normal,false,false,false,,1779707292000
6a142d8b655b2abc62ab9b4b,false,51.92,93.65,51.92,61.15,59;0;0;0,words,10,-1,0,13.64,0,0,false,false,english,,normal,false,false,false,,1779707275000
6a142d7c655b2abc62ab9abd,false,56.53,96.43,56.53,76.31,54;0;0;0,words,10,-1,0,11.46,0,0,false,false,english,,normal,false,false,false,,1779707260000
6a142d58655b2abc62ab997c,false,40.67,89.8,40.67,54.46,44;0;0;0,words,10,-1,0,12.98,0,0,false,false,english,,normal,false,false,false,,1779707224000
6a142d48655b2abc62ab98e1,false,45.31,91.53,45.31,63.53,52;0;0;0,words,10,-1,0,13.77,0,0,false,false,english,,normal,false,false,false,,1779707208000
6a142d36655b2abc62ab983e,false,54.57,96.49,54.57,57.56,55;0;0;0,words,10,-1,0,12.09,0,0,false,false,english,,normal,false,false,false,,1779707190000
6a142d24655b2abc62ab9788,false,57.29,98.11,57.29,68.35,52;0;0;0,words,10,-1,0,10.89,0,0,false,false,english,,normal,false,false,false,,1779707172000
6a142d17655b2abc62ab971a,false,52.48,95.65,52.48,59.47,44;0;0;0,words,10,-1,0,10.06,0,0,false,false,english,,normal,false,false,false,,1779707159000
6a142cf2655b2abc62ab95bb,false,48.32,91.38,48.32,47.07,53;0;0;0,words,10,-1,0,13.16,0,0,false,false,english,,normal,false,false,false,,1779707122000
6a142ce3655b2abc62ab9532,false,64.5,96.55,64.5,74.31,56;0;0;0,words,10,-1,0,10.42,0,0,false,false,english,,normal,false,false,false,,1779707107000
6a142cc4655b2abc62ab93eb,false,63.97,96.67,63.97,74.28,58;0;0;0,words,10,-1,0,10.88,0,0,false,false,english,,normal,false,false,false,,1779707076000
6a142cb1655b2abc62ab9337,false,61.71,100,61.71,86.41,46;0;0;0,words,10,-1,0,8.95,0,0,false,false,english,,normal,false,false,false,,1779707057000
6a142ca1655b2abc62ab92a2,false,60.62,100,60.62,73.69,54;0;0;0,words,10,-1,0,10.69,0,0,false,false,english,,normal,false,false,false,,1779707041000
6a142c95655b2abc62ab922d,false,49.61,94.92,49.61,50.38,56;0;0;0,words,10,-1,0,13.55,0,0,false,false,english,,normal,false,false,false,,1779707029000
6a142c86655b2abc62ab9199,false,47.97,89.09,47.97,70.46,49;0;0;0,words,10,-1,0,12.26,0,0,false,false,english,,normal,false,false,false,,1779707014000
6a142c4c655b2abc62ab8f75,false,67.24,100,67.24,75.98,52;0;0;0,words,10,-1,0,9.28,0,0,false,false,english,,normal,false,false,false,,1779706956000
6a142c41655b2abc62ab8f26,false,52.95,95.74,52.95,69.91,45;0;0;0,words,10,-1,0,10.2,0,0,false,false,english,,normal,false,false,false,,1779706945000
6a142c08655b2abc62ab8cff,false,64.43,97.92,64.43,80.75,47;0;0;0,words,10,-1,0,8.75,0,0,false,false,english,,normal,false,false,false,,1779706888000
6a142bfd655b2abc62ab8c95,false,46.65,91.38,46.65,63.68,52;0;0;0,words,10,-1,0,13.38,0,0,false,false,english,,normal,false,false,false,,1779706877000
6a142bef655b2abc62ab8c09,false,49,95.16,49,55.27,56;0;0;0,words,10,-1,0,13.71,0,0,false,false,english,,normal,false,false,false,,1779706863000
6a142ba7655b2abc62ab8961,false,40.43,82.76,40.43,47.37,47;0;0;0,words,10,-1,0,13.95,0,0,false,false,english,,normal,false,false,false,,1779706791000
6a142b95655b2abc62ab88ce,false,58.67,95.12,58.67,88.7,39;0;0;0,words,10,-1,0,7.98,0,0,false,false,english,,normal,false,false,false,,1779706773000
6a142b6e655b2abc62ab874f,false,55.82,96.08,55.82,69.13,48;0;0;0,words,10,-1,0,10.32,0,0,false,false,english,,normal,false,false,false,,1779706734000
6a142b62655b2abc62ab86e4,false,52.4,94.34,52.4,54.34,49;0;0;0,words,10,-1,0,11.22,0,0,false,false,english,,normal,false,false,false,,1779706722000
6a142afe655b2abc62ab830c,false,61.25,100,61.25,75.71,48;0;0;0,words,10,-1,0,9.4,0,0,false,false,english,,normal,false,false,false,,1779706622000
6a142aeb655b2abc62ab8252,false,57.24,98.11,57.24,76.71,52;0;0;0,words,10,-1,0,10.9,0,0,false,false,english,,normal,false,false,false,,1779706603000
6a142ae0655b2abc62ab81e7,false,60.17,98.21,60.17,75.48,55;0;0;0,words,10,-1,0,10.97,0,0,false,false,english,,normal,false,false,false,,1779706592000
6a14281e655b2abc62ab678d,false,50.88,93.44,50.88,63.61,56;0;0;0,words,10,-1,0,13.21,0,0,false,false,english,,normal,false,false,false,,1779705886000
6a142810655b2abc62ab6720,false,66.84,100,66.84,76.5,47;0;0;0,words,10,-1,0,8.44,0,0,false,false,english,,normal,false,false,false,,1779705872000
6a142805655b2abc62ab66b8,false,57.61,98.31,57.61,64.78,58;0;0;0,words,10,-1,0,12.08,0,0,false,false,english,,normal,false,false,false,,1779705861000
6a141cbe655b2abc62ab0053,false,50.26,98,50.26,75.05,49;0;0;0,words,10,-1,0,11.7,0,0,false,false,english,,normal,false,false,false,,1779702974000
6a141cb1655b2abc62aaffdb,false,64.95,98.04,64.95,77.73,50;0;0;0,words,10,-1,0,9.24,0,0,false,false,english,,normal,false,false,false,,1779702961000
6a141ca6655b2abc62aaff6c,false,39.84,88.89,39.84,56.06,48;0;0;0,words,10,-1,0,14.46,1,0,false,false,english,,normal,false,false,false,,1779702950000
6a11a28e655b2abc629948e5,false,50.32,96.93,50.32,68.05,501;0;0;0,words,100,-1,0,119.47,0,0,false,false,english,,normal,false,false,false,,1779540622000
6a11a1e9655b2abc629943bc,true,52.32,96.85,52.62,67.93,521;2;0;1,words,100,-1,0,119.49,0,0,false,false,english,,normal,false,false,false,,1779540457000
6a11a13e655b2abc62993e21,false,55.23,97.4,56.08,71.72,259;2;0;0,words,50,-1,0,56.27,0,0,false,false,english,,normal,false,false,false,,1779540286000
6a11a0f5655b2abc62993b9c,false,51.2,94.92,52.26,66.87,241;2;0;0,words,50,-1,0,56.48,0,0,false,false,english,,normal,false,false,false,,1779540213000
6a11a0b2655b2abc62993986,false,46.28,91.35,46.28,65.63,262;0;0;0,words,50,-1,0,67.93,0,0,false,false,english,,normal,false,false,false,,1779540146000
6a11a054655b2abc6299366a,false,54.42,97.52,55.42,73.24,271;1;0;0,words,50,-1,0,59.76,0,0,false,false,english,,normal,false,false,false,,1779540052000
6a11a003655b2abc629933f0,false,53.62,97.54,53.62,70.74,276;0;0;0,words,50,-1,0,61.77,0,0,false,false,english,,normal,false,false,false,,1779539971000
6a119fb4655b2abc62993180,false,52.39,96.8,52.39,65.69,269;0;0;0,words,50,-1,0,61.62,1,0,false,false,english,,normal,false,false,false,,1779539892000
6a119f68655b2abc62992f1a,false,46.07,96.18,46.07,61.15,274;0;0;0,words,50,-1,0,71.37,0,0,false,false,english,,normal,false,false,false,,1779539816000
6a119f04655b2abc62992c57,false,43.99,95.09,43.99,61.43,270;0;0;0,words,50,-1,1,73.65,1,3.82,false,false,english,,normal,false,false,false,,1779539716000
6a119d60655b2abc62991fd7,false,50.71,97.23,50.71,65.97,281;0;0;0,words,50,-1,0,66.49,0,0,false,false,english,,normal,false,false,false,,1779539296000
6a119d0f655b2abc62991d7c,false,50.08,96.99,50.08,66.2,258;0;0;0,words,50,-1,0,61.82,0,0,false,false,english,,normal,false,false,false,,1779539215000
6a119950655b2abc6298fe73,false,54.49,95.16,54.49,65.21,273;0;0;0,words,50,-1,0,60.12,0,0,false,false,english,,normal,false,false,false,,1779538256000
6a1198fe655b2abc6298fbfa,false,53.28,95.86,53.28,70.24,255;0;0;0,words,50,-1,0,57.43,0,0,false,false,english,,normal,false,false,false,,1779538174000
6a119879655b2abc6298f7fe,false,46.36,94.89,46.36,64.66,260;0;0;0,words,50,-1,0,67.31,0,0,false,false,english,,normal,false,false,false,,1779538041000
6a1197ce655b2abc6298f2af,false,50.4,93.31,51.21,69.58,250;1;1;0,words,50,-1,0,59.52,0,0,false,false,english,,normal,false,false,false,,1779537870000
6a119770655b2abc6298f005,false,54.65,99.28,54.65,71.46,273;0;0;0,words,50,-1,0,59.94,0,0,false,false,english,,normal,false,false,false,,1779537776000
6a1196ee655b2abc6298ec35,false,51.33,96.84,51.33,65.15,276;0;0;0,words,50,-1,0,64.52,0,0,false,false,english,,normal,false,false,false,,1779537646000
6a11968d655b2abc6298e94e,false,50.06,93.24,50.06,66.91,262;0;0;0,words,50,-1,0,62.8,0,0,false,false,english,,normal,false,false,false,,1779537549000
6a119645655b2abc6298e730,false,50.96,96.13,50.96,71.45,272;0;0;0,words,50,-1,0,64.05,0,0,false,false,english,,normal,false,false,false,,1779537477000
6a1195f5655b2abc6298e4be,false,45.96,93.12,45.96,64.72,256;0;0;0,words,50,-1,0,66.84,0,0,false,false,english,,normal,false,false,false,,1779537397000
6a1195a3655b2abc6298e21e,false,46.66,94.51,46.66,68.46,252;0;0;0,words,50,-1,0,64.81,0,0,false,false,english,,normal,false,false,false,,1779537315000
6a11954c655b2abc6298df53,false,46.71,95.77,46.71,64.59,268;0;0;0,words,50,-1,0,68.86,0,0,false,false,english,,normal,false,false,false,,1779537228000
6a1194ef655b2abc6298dc6e,false,54.14,98.14,54.14,68.65,262;0;0;0,words,50,-1,0,58.08,0,0,false,false,english,,normal,false,false,false,,1779537135000
6a119478655b2abc6298d8a2,false,51.16,95.99,51.89,71.35,566;1;1;0,words,100,-1,0,132.75,0,0,false,false,english,,normal,false,false,false,,1779537016000
6a1193b5655b2abc6298d2a7,false,53.17,98.2,53.17,71.47,271;0;0;0,words,50,-1,0,61.16,0,0,false,false,english,,normal,false,false,false,,1779536821000
6a119376655b2abc6298d090,false,48.04,96.44,48.04,69.82,269;0;0;0,words,50,-1,0,67.19,0,0,false,false,english,,normal,false,false,false,,1779536758000
6a119329655b2abc6298ce65,false,50.48,98.42,50.48,73.63,249;0;0;0,words,50,-1,0,59.19,0,0,false,false,english,,normal,false,false,false,,1779536681000
6a1192dc655b2abc6298cbe5,false,55.48,100,55.48,63.1,48;0;0;0,words,10,-1,0,10.38,0,0,false,false,english,,normal,false,false,false,,1779536604000
6a1192d1655b2abc6298cb86,false,49.14,93.88,49.14,78.89,46;0;0;0,words,10,-1,0,11.23,0,0,false,false,english,,normal,false,false,false,,1779536593000
6a1192c4655b2abc6298cb2e,false,48.59,100,48.59,43.6,50;0;0;0,words,10,-1,0,12.35,2,0,false,false,english,,normal,false,false,false,,1779536580000
6a1192b6655b2abc6298cac1,false,50.13,96.3,50.13,66.45,50;0;0;0,words,10,-1,0,11.97,0,0,false,false,english,,normal,false,false,false,,1779536566000
6a1192a8655b2abc6298ca4a,false,42.78,90,42.78,73.32,44;0;0;0,words,10,-1,0,12.34,0,0,false,false,english,,normal,false,false,false,,1779536552000
6a11929a655b2abc6298c9bc,false,56.74,100,56.74,73.24,52;0;0;0,words,10,-1,0,11,1,0,false,false,english,,normal,false,false,false,,1779536538000
6a11928e655b2abc6298c94c,false,60.97,100,60.97,73,47;0;0;0,words,10,-1,0,9.25,0,0,false,false,english,,normal,false,false,false,,1779536526000
6a119283655b2abc6298c8f4,false,57.52,97.96,57.52,66.35,48;0;0;0,words,10,-1,0,10.01,0,0,false,false,english,,normal,false,false,false,,1779536515000
6a11926b655b2abc6298c84f,false,58.29,100,58.29,75.68,55;0;0;0,words,10,-1,0,11.32,0,0,false,false,english,,normal,false,false,false,,1779536491000
6a11925e655b2abc6298c7e3,false,57.64,100,57.64,70.73,56;0;0;0,words,10,-1,0,11.66,0,0,false,false,english,,normal,false,false,false,,1779536478000
6a119251655b2abc6298c770,false,57.88,98.31,57.88,64.78,58;0;0;0,words,10,-1,0,12.02,0,0,false,false,english,,normal,false,false,false,,1779536465000
6a118f9f655b2abc6298b148,false,40.33,89.06,40.33,48.13,57;0;0;0,words,10,-1,0,16.96,0,0,false,false,english,,normal,false,false,false,,1779535775000
6a118f8d655b2abc6298b0ae,false,50.71,98.08,50.71,55.11,51;0;0;0,words,10,-1,0,12.07,0,0,false,false,english,,normal,false,false,false,,1779535757000
6a118f7f655b2abc6298b02e,false,60.79,98.18,60.79,83.8,54;0;0;0,words,10,-1,0,10.66,0,0,false,false,english,,normal,false,false,false,,1779535743000
6a118f73655b2abc6298afc1,false,53.5,90.63,53.5,56.51,58;0;0;0,words,10,-1,0,13.01,0,0,false,false,english,,normal,false,false,false,,1779535731000
6a118f65655b2abc6298af3e,false,53.72,96.23,53.72,60.31,51;0;0;0,words,10,-1,0,11.39,0,0,false,false,english,,normal,false,false,false,,1779535717000
6a118f48655b2abc6298ae66,false,57.12,95.45,57.12,71.74,63;0;0;0,words,10,-1,0,13.23,0,0,false,false,english,,normal,false,false,false,,1779535688000
6a118f39655b2abc6298adf6,false,54.72,98.25,54.72,69.62,56;0;0;0,words,10,-1,0,12.28,0,0,false,false,english,,normal,false,false,false,,1779535673000
6a118f2c655b2abc6298ad91,false,50.34,96.23,50.34,50.61,51;0;0;0,words,10,-1,0,12.16,0,0,false,false,english,,normal,false,false,false,,1779535660000
6a118f1e655b2abc6298ad29,false,55.54,100,55.54,73.65,48;0;0;0,words,10,-1,0,10.37,0,0,false,false,english,,normal,false,false,false,,1779535646000
6a118f12655b2abc6298accb,false,53.63,100,53.63,67.94,49;0;0;0,words,10,-1,0,10.96,0,0,false,false,english,,normal,false,false,false,,1779535634000
6a118f06655b2abc6298ac62,false,59.41,100,59.41,82.61,46;0;0;0,words,10,-1,0,9.29,0,0,false,false,english,,normal,false,false,false,,1779535622000
6a118efb655b2abc6298ac14,false,64.12,98.15,64.12,60.51,53;0;0;0,words,10,-1,0,9.92,0,0,false,false,english,,normal,false,false,false,,1779535611000
6a118ef0655b2abc6298abc7,false,54.73,98.04,54.73,83.65,50;0;0;0,words,10,-1,0,10.96,0,0,false,false,english,,normal,false,false,false,,1779535600000
6a118ee4655b2abc6298ab6e,false,61.31,100,61.31,76.38,45;0;0;0,words,10,-1,0,8.81,0,0,false,false,english,,normal,false,false,false,,1779535588000
6a118ed5655b2abc6298ab05,false,60.76,96.49,60.76,75.75,55;0;0;0,words,10,-1,0,10.86,0,0,false,false,english,,normal,false,false,false,,1779535573000
6a118ec9655b2abc6298aa97,false,52.36,94.83,52.36,72.41,55;0;0;0,words,10,-1,0,12.6,0,0,false,false,english,,normal,false,false,false,,1779535561000
6a118ebb655b2abc6298aa34,false,55.04,94.64,55.04,81.83,53;0;0;0,words,10,-1,0,11.56,0,0,false,false,english,,normal,false,false,false,,1779535547000
6a11853a655b2abc62985f21,false,51.08,95.92,51.08,63.33,47;0;0;0,words,10,-1,0,11.04,0,0,false,false,english,,normal,false,false,false,,1779533114000
6a11852e655b2abc62985eb5,false,54.7,98.15,54.7,80.89,53;0;0;0,words,10,-1,0,11.63,0,0,false,false,english,,normal,false,false,false,,1779533102000
6a118521655b2abc62985e4e,false,39.45,94.23,39.45,34.31,49;0;0;0,words,10,-1,0,14.9,2,0,false,false,english,,normal,false,false,false,,1779533089000
6a11809a655b2abc62983a4b,false,45.49,82.76,45.49,53.08,48;0;0;0,words,10,-1,0,12.66,0,0,false,false,english,,normal,false,false,false,,1779531930000
6a11808c655b2abc629839d8,false,54,96.15,59.75,79.65,47;1;0;0,words,10,-1,0,10.44,0,0,false,false,english,,normal,false,false,false,,1779531916000
6a11807e655b2abc6298396b,false,55.29,95.92,55.29,66.35,47;0;0;0,words,10,-1,0,10.2,0,0,false,false,english,,normal,false,false,false,,1779531902000
6a11806c655b2abc629838cf,false,56.98,100,56.98,79.8,48;0;0;0,words,10,-1,0,10.11,0,0,false,false,english,,normal,false,false,false,,1779531884000
6a118061655b2abc6298387a,false,48.02,89.29,50.96,56.96,49;1;0;0,words,10,-1,0,12.24,0,0,false,false,english,,normal,false,false,false,,1779531873000
6a118051655b2abc6298380d,false,50.75,100,50.75,74.59,51;0;0;0,words,10,-1,0,12.06,0,0,false,false,english,,normal,false,false,false,,1779531857000
6a11801e655b2abc6298369d,false,48.91,93.18,56.64,69.17,38;2;0;0,words,10,-1,0,9.32,0,0,false,false,english,,normal,false,false,false,,1779531806000
6a11800b655b2abc6298360c,false,59.31,100,59.31,63.89,54;0;0;0,words,10,-1,0,10.93,0,0,false,false,english,,normal,false,false,false,,1779531787000
6a117fff655b2abc629835c3,false,58.31,96.61,58.31,74.25,57;0;0;0,words,10,-1,0,11.73,0,0,false,false,english,,normal,false,false,false,,1779531775000
6a117fe9655b2abc6298350a,false,60.3,100,60.3,74.36,58;0;0;0,words,10,-1,0,11.54,0,0,false,false,english,,normal,false,false,false,,1779531753000
6a117fd5655b2abc6298346a,false,57.25,96.3,57.25,57.36,52;0;0;0,words,10,-1,0,10.9,0,0,false,false,english,,normal,false,false,false,,1779531733000
6a117fc9655b2abc62983405,false,46.81,88.33,46.81,56.25,53;0;0;0,words,10,-1,0,13.59,0,0,false,false,english,,normal,false,false,false,,1779531721000
6a117ddf655b2abc6298259f,false,50.69,98,50.69,59.85,49;0;0;0,words,10,-1,0,11.6,0,0,false,false,english,,normal,false,false,false,,1779531231000
6a117dd2655b2abc62982538,false,58.87,100,58.87,62.06,54;0;0;0,words,10,-1,0,11.01,0,0,false,false,english,,normal,false,false,false,,1779531218000
6a117dc6655b2abc629824e0,false,51.62,98.18,51.62,76.72,54;0;0;0,words,10,-1,0,12.55,0,0,false,false,english,,normal,false,false,false,,1779531206000
6a117db7655b2abc62982471,false,58.63,100,58.63,72.61,55;0;0;0,words,10,-1,0,11.26,0,0,false,false,english,,normal,false,false,false,,1779531191000
6a117dab655b2abc62982416,false,59.37,96.43,59.37,76.35,54;0;0;0,words,10,-1,0,10.91,0,0,false,false,english,,normal,false,false,false,,1779531179000
6a117c85655b2abc62981bb7,false,50.45,93.75,55.04,65.77,44;2;0;1,words,10,-1,0,10.47,0,0,false,false,english,,normal,false,false,false,,1779530885000
6a117c78655b2abc62981b67,false,59.21,100,59.21,78.88,51;0;0;0,words,10,-1,0,10.34,0,0,false,false,english,,normal,false,false,false,,1779530872000
6a117c6d655b2abc62981b0b,false,40.14,88.24,40.14,59.56,59;0;0;0,words,10,-1,0,17.64,0,0,false,false,english,,normal,false,false,false,,1779530861000
6a117950655b2abc629803ba,false,36.76,94,36.76,32.18,47;0;0;0,words,10,-1,0,15.34,2,0,false,false,english,,normal,false,false,false,,1779530064000
6a11793f655b2abc6298032a,false,61.98,100,61.98,78.94,60;0;0;0,words,10,-1,0,11.62,0,0,false,false,english,,normal,false,false,false,,1779530047000
6a117932655b2abc629802cd,false,56.86,100,56.86,65.99,44;0;0;0,words,10,-1,0,9.29,0,0,false,false,english,,normal,false,false,false,,1779530034000
6a117928655b2abc6298027f,false,45.72,87.76,45.72,57.08,43;0;0;0,words,10,-1,0,11.29,0,0,false,false,english,,normal,false,false,false,,1779530024000
6a1178ce655b2abc6297ffbe,false,44.68,91.23,44.68,54.9,52;0;0;0,words,10,-1,0,13.97,0,0,false,false,english,,normal,false,false,false,,1779529934000
6a1178be655b2abc6297ff50,false,37.62,87.88,37.62,54.32,53;0;0;0,words,10,-1,0,16.91,0,0,false,false,english,,normal,false,false,false,,1779529918000
6a1178a8655b2abc6297fea9,false,58.02,96,58.02,71.27,48;0;0;0,words,10,-1,0,9.93,0,0,false,false,english,,normal,false,false,false,,1779529896000
6a117898655b2abc6297fe32,false,53.72,95,53.72,68.78,57;0;0;0,words,10,-1,0,12.73,0,0,false,false,english,,normal,false,false,false,,1779529880000
6a117889655b2abc6297fdc6,false,63.77,100,63.77,73.47,49;0;0;0,words,10,-1,0,9.22,0,0,false,false,english,,normal,false,false,false,,1779529865000
6a11787d655b2abc6297fd6a,false,52.32,91.8,52.32,69.82,56;0;0;0,words,10,-1,0,12.84,0,0,false,false,english,,normal,false,false,false,,1779529853000
6a11786f655b2abc6297fcfd,false,64.52,100,64.52,88.88,48;0;0;0,words,10,-1,0,8.93,0,0,false,false,english,,normal,false,false,false,,1779529839000
6a117864655b2abc6297fcb1,false,32.27,96.23,32.27,22.6,51;0;0;0,words,10,-1,0,18.96,4,0,false,false,english,,normal,false,false,false,,1779529828000
6a103d4d655b2abc628e2afc,false,50.02,90.48,50.02,64.54,57;0;0;0,words,10,-1,0,13.67,0,0,false,false,english,,normal,false,false,false,,1779449165000
6a103d3b655b2abc628e2a4b,false,59.38,100,59.38,73.18,63;0;0;0,words,10,-1,0,12.73,0,0,false,false,english,,normal,false,false,false,,1779449147000
6a103d2c655b2abc628e29c0,false,53.61,96.23,53.61,66.1,51;0;0;0,words,10,-1,0,11.42,0,0,false,false,english,,normal,false,false,false,,1779449132000
6a103d20655b2abc628e2958,false,48.93,98,48.93,54.62,49;0;0;0,words,10,-1,0,12.02,0,0,false,false,english,,normal,false,false,false,,1779449120000
6a103d12655b2abc628e28d9,false,54.43,96.36,54.43,74.14,53;0;0;0,words,10,-1,0,11.68,0,0,false,false,english,,normal,false,false,false,,1779449106000
6a103d06655b2abc628e2862,false,53.26,98.31,53.26,56.86,58;0;0;0,words,10,-1,0,13.07,0,0,false,false,english,,normal,false,false,false,,1779449094000
6a1039c8655b2abc628e08af,false,56.64,100,56.64,72.05,55;0;0;0,words,10,-1,0,11.65,0,0,false,false,english,,normal,false,false,false,,1779448264000
6a1038bf655b2abc628dfef6,false,42.96,92.61,43.79,61.45,517;0;1;1,words,100,-1,0,144.4,0,0,false,false,english,,normal,false,false,false,,1779447999000
6a102977655b2abc628d70c6,false,45.98,87.93,45.98,59.37,51;0;0;0,words,10,-1,0,13.31,0,0,false,false,english,,normal,false,false,false,,1779444087000
6a102967655b2abc628d7040,false,58.31,100,58.31,77.3,43;0;0;0,words,10,-1,0,8.85,0,0,false,false,english,,normal,false,false,false,,1779444071000
6a10295c655b2abc628d6ff1,false,55.64,95.24,55.64,67.16,60;0;0;0,words,10,-1,0,12.94,0,0,false,false,english,,normal,false,false,false,,1779444060000
6a10294e655b2abc628d6f80,false,51.96,87.67,51.96,59.92,64;0;0;0,words,10,-1,0,14.78,0,0,false,false,english,,normal,false,false,false,,1779444046000
6a102935655b2abc628d6eb3,false,59.06,92.86,59.06,73.37,52;0;0;0,words,10,-1,0,10.57,0,0,false,false,english,,normal,false,false,false,,1779444021000
6a102929655b2abc628d6e3d,false,41.07,84.48,41.07,56.9,48;0;0;0,words,10,-1,0,14.02,0,0,false,false,english,,normal,false,false,false,,1779444009000
6a1028ca655b2abc628d6b0d,false,50.86,89.06,50.86,72.94,57;0;0;0,words,10,-1,0,13.45,0,0,false,false,english,,normal,false,false,false,,1779443914000
6a1028bb655b2abc628d6a8e,false,54.14,97.78,54.14,77.87,44;0;0;0,words,10,-1,0,9.75,0,0,false,false,english,,normal,false,false,false,,1779443899000
6a1028af655b2abc628d6a09,false,42.65,88.33,42.65,49.23,52;0;0;0,words,10,-1,0,14.63,0,0,false,false,english,,normal,false,false,false,,1779443887000
6a102871655b2abc628d67eb,false,67.15,100,67.15,71.78,47;0;0;0,words,10,-1,0,8.4,0,0,false,false,english,,normal,false,false,false,,1779443825000
6a10285d655b2abc628d674f,false,62.83,94.55,62.83,74.73,52;0;0;0,words,10,-1,0,9.93,0,0,false,false,english,,normal,false,false,false,,1779443805000
6a10284e655b2abc628d66b2,false,59,94.23,59,72.56,49;0;0;0,words,10,-1,0,9.97,0,0,false,false,english,,normal,false,false,false,,1779443790000
6a102843655b2abc628d6645,false,52.24,100,52.24,63.23,45;0;0;0,words,10,-1,0,10.34,0,0,false,false,english,,normal,false,false,false,,1779443779000
6a102837655b2abc628d65d7,false,50.72,100,50.72,64.38,46;0;0;0,words,10,-1,0,10.88,1,0,false,false,english,,normal,false,false,false,,1779443767000
6a10282b655b2abc628d6548,false,59.81,100,59.81,68.47,63;0;0;0,words,10,-1,0,12.64,0,0,false,false,english,,normal,false,false,false,,1779443755000
6a10281d655b2abc628d64ab,false,56.86,98.36,56.86,74.51,60;0;0;0,words,10,-1,0,12.66,0,0,false,false,english,,normal,false,false,false,,1779443741000
6a10280e655b2abc628d6415,false,51.91,90.57,51.91,59.25,48;0;0;0,words,10,-1,0,11.1,0,0,false,false,english,,normal,false,false,false,,1779443726000
6a102730655b2abc628d5b85,false,59.94,100,59.94,69.76,59;0;0;0,words,10,-1,0,11.81,0,0,false,false,english,,normal,false,false,false,,1779443504000
6a10271c655b2abc628d5acf,false,57.86,100,57.86,72.1,51;0;0;0,words,10,-1,0,10.58,0,0,false,false,english,,normal,false,false,false,,1779443484000
6a102710655b2abc628d5a5b,false,50.68,98.21,50.68,63.42,55;0;0;0,words,10,-1,0,13.02,0,0,false,false,english,,normal,false,false,false,,1779443472000
6a102701655b2abc628d59ba,false,52.5,94.23,52.5,74.49,49;0;0;0,words,10,-1,0,11.2,0,0,false,false,english,,normal,false,false,false,,1779443457000
